timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1692510184078,188,POST Authors,200,OK,25 Users-ThreadStarter 1-10,text,false,"Value in json path '$.idBook' expected to be '102', but found '103'",256,301,25,25,https://fakerestapi.azurewebsites.net/api/v1/Authors,188,0,0
1692510184092,189,GET Author BookID,200,OK,25 Users-ThreadStarter 1-24,text,true,,485,161,25,25,https://fakerestapi.azurewebsites.net/api/v1/Authors/authors/books/2,189,0,0
1692510184118,187,GET Author By AuthorID,200,OK,25 Users-ThreadStarter 1-2,text,true,,266,147,25,25,https://fakerestapi.azurewebsites.net/api/v1/Authors/3,187,0,0
1692510184130,187,GET Author By AuthorID,200,OK,25 Users-ThreadStarter 1-20,text,true,,266,147,25,25,https://fakerestapi.azurewebsites.net/api/v1/Authors/5,187,0,0
1692510184139,182,POST Authors,200,OK,25 Users-ThreadStarter 1-8,text,true,,254,299,25,25,https://fakerestapi.azurewebsites.net/api/v1/Authors,182,0,0
1692510183375,948,GET Authors,200,OK,25 Users-ThreadStarter 1-25,text,true,,46814,145,25,25,https://fakerestapi.azurewebsites.net/api/v1/Authors,762,0,566
1692510184151,190,GET Author BookID,200,OK,25 Users-ThreadStarter 1-14,text,true,,340,161,25,25,https://fakerestapi.azurewebsites.net/api/v1/Authors/authors/books/3,190,0,0
1692510183415,929,GET Authors,200,OK,25 Users-ThreadStarter 1-9,text,true,,45953,145,25,25,https://fakerestapi.azurewebsites.net/api/v1/Authors,746,0,559
1692510184167,179,GET Author By AuthorID,200,OK,25 Users-ThreadStarter 1-6,text,true,,266,147,25,25,https://fakerestapi.azurewebsites.net/api/v1/Authors/7,178,0,0
1692510184170,183,POST Authors,200,OK,25 Users-ThreadStarter 1-18,text,true,,254,299,25,25,https://fakerestapi.azurewebsites.net/api/v1/Authors,183,0,0
1692510184169,192,POST Authors,200,OK,25 Users-ThreadStarter 1-23,text,false,"Value in json path '$.idBook' expected to be '102', but found '101'",252,297,25,25,https://fakerestapi.azurewebsites.net/api/v1/Authors,192,0,0
1692510184183,180,POST Authors,200,OK,25 Users-ThreadStarter 1-5,text,false,"Value in json path '$.idBook' expected to be '102', but found '103'",256,301,25,25,https://fakerestapi.azurewebsites.net/api/v1/Authors,180,0,0
